State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,Rajgarh,2002,Kharif     ,rice,1102.0,277.0
Madhya Pradesh,Rajgarh,2002,Rabi       ,chickpea,29475.0,26301.0
Madhya Pradesh,Rajgarh,2002,Rabi       ,wheat,18579.0,23081.0
Madhya Pradesh,Rajgarh,2002,Whole Year ,banana,1.0,0.0
Madhya Pradesh,Rajgarh,2002,Whole Year ,grapes,1.0,0.0
Madhya Pradesh,Rajgarh,2002,Whole Year ,mango,126.0,0.0
Madhya Pradesh,Rajgarh,2002,Whole Year ,papaya,15.0,323.0
Madhya Pradesh,Rajgarh,2003,Kharif     ,cotton,9.0,6.0
Madhya Pradesh,Rajgarh,2003,Kharif     ,maize,47843.0,82464.0
Madhya Pradesh,Rajgarh,2003,Kharif     ,rice,1054.0,814.0
Madhya Pradesh,Rajgarh,2003,Rabi       ,chickpea,77851.0,88980.0
Madhya Pradesh,Rajgarh,2003,Rabi       ,wheat,56973.0,102715.0
Madhya Pradesh,Rajgarh,2003,Whole Year ,grapes,2.0,0.0
Madhya Pradesh,Rajgarh,2003,Whole Year ,mango,118.0,0.0
Madhya Pradesh,Rajgarh,2003,Whole Year ,orange,425.0,0.0
Madhya Pradesh,Rajgarh,2003,Whole Year ,papaya,17.0,488.0
Madhya Pradesh,Rajgarh,2003,Whole Year ,watermelon,4.0,0.0
Madhya Pradesh,Rajgarh,2004,Kharif     ,cotton,20.0,16.0
Madhya Pradesh,Rajgarh,2004,Kharif     ,maize,49956.0,60221.0
Madhya Pradesh,Rajgarh,2004,Kharif     ,rice,955.0,612.0
Madhya Pradesh,Rajgarh,2004,Rabi       ,chickpea,80300.0,88040.0
Madhya Pradesh,Rajgarh,2004,Rabi       ,wheat,65309.0,102606.0
Madhya Pradesh,Rajgarh,2005,Kharif     ,cotton,13.0,9.0
Madhya Pradesh,Rajgarh,2005,Kharif     ,maize,50704.0,50441.0
Madhya Pradesh,Rajgarh,2005,Kharif     ,mungbean,3349.0,1155.0
Madhya Pradesh,Rajgarh,2005,Kharif     ,rice,865.0,432.0
Madhya Pradesh,Rajgarh,2005,Rabi       ,chickpea,55397.0,51933.0
Madhya Pradesh,Rajgarh,2005,Rabi       ,wheat,42984.0,59311.0
Madhya Pradesh,Rajgarh,2006,Kharif     ,cotton,6.0,5.0
Madhya Pradesh,Rajgarh,2006,Kharif     ,jute,51.0,117.0
Madhya Pradesh,Rajgarh,2006,Kharif     ,maize,47805.0,23691.0
Madhya Pradesh,Rajgarh,2006,Kharif     ,mungbean,3193.0,1244.0
Madhya Pradesh,Rajgarh,2006,Kharif     ,rice,967.0,561.0
Madhya Pradesh,Rajgarh,2006,Rabi       ,chickpea,78785.0,91291.0
Madhya Pradesh,Rajgarh,2006,Rabi       ,wheat,69801.0,118208.0
Madhya Pradesh,Rajgarh,2007,Kharif     ,maize,48640.0,55667.0
Madhya Pradesh,Rajgarh,2007,Kharif     ,rice,929.0,643.0
Madhya Pradesh,Rajgarh,2007,Rabi       ,chickpea,90014.0,64241.0
Madhya Pradesh,Rajgarh,2007,Rabi       ,wheat,72279.0,103709.0
Madhya Pradesh,Rajgarh,2008,Kharif     ,maize,50423.0,59890.0
Madhya Pradesh,Rajgarh,2008,Kharif     ,rice,710.0,441.0
Madhya Pradesh,Rajgarh,2008,Rabi       ,chickpea,78627.0,73415.0
Madhya Pradesh,Rajgarh,2008,Rabi       ,wheat,56103.0,85755.0
Madhya Pradesh,Rajgarh,2009,Kharif     ,mungbean,2034.0,753.0
Madhya Pradesh,Rajgarh,2009,Whole Year ,chickpea,129782.0,153673.0
Madhya Pradesh,Rajgarh,2009,Whole Year ,maize,51065.0,45131.0
Madhya Pradesh,Rajgarh,2009,Whole Year ,rice,605.0,316.0
Madhya Pradesh,Rajgarh,2009,Whole Year ,wheat,77694.0,145348.0
Madhya Pradesh,Rajgarh,2010,Kharif     ,maize,53662.0,64358.0
Madhya Pradesh,Rajgarh,2010,Kharif     ,mungbean,1634.0,710.0
Madhya Pradesh,Rajgarh,2010,Kharif     ,rice,538.0,448.0
Madhya Pradesh,Rajgarh,2010,Rabi       ,chickpea,133042.0,99939.0
Madhya Pradesh,Rajgarh,2010,Rabi       ,wheat,94128.0,140386.0
Madhya Pradesh,Rajgarh,2011,Kharif     ,maize,51405.0,45674.0
Madhya Pradesh,Rajgarh,2011,Kharif     ,mungbean,1078.0,346.0
Madhya Pradesh,Rajgarh,2011,Kharif     ,rice,468.0,426.0
Madhya Pradesh,Rajgarh,2011,Rabi       ,chickpea,106631.0,119882.0
Madhya Pradesh,Rajgarh,2011,Rabi       ,wheat,137077.0,323835.0
Madhya Pradesh,Rajgarh,2012,Kharif     ,maize,49670.0,125032.0
Madhya Pradesh,Rajgarh,2012,Kharif     ,mungbean,830.0,397.0
Madhya Pradesh,Rajgarh,2012,Kharif     ,rice,415.0,336.0
Madhya Pradesh,Rajgarh,2012,Rabi       ,chickpea,108324.0,135506.0
Madhya Pradesh,Rajgarh,2012,Rabi       ,wheat,165106.0,462594.0
Madhya Pradesh,Rajgarh,2013,Kharif     ,maize,41304.0,19865.0
Madhya Pradesh,Rajgarh,2013,Kharif     ,mungbean,471.0,166.0
Madhya Pradesh,Rajgarh,2013,Kharif     ,rice,364.0,236.0
Madhya Pradesh,Rajgarh,2013,Rabi       ,chickpea,86798.0,97065.0
Madhya Pradesh,Rajgarh,2013,Rabi       ,wheat,194096.0,450660.0
Madhya Pradesh,Ratlam,1997,Kharif     ,cotton,19500.0,37000.0
Madhya Pradesh,Ratlam,1997,Kharif     ,maize,48600.0,72600.0
Madhya Pradesh,Ratlam,1997,Rabi       ,wheat,87300.0,243700.0
Madhya Pradesh,Ratlam,1998,Kharif     ,cotton,20800.0,3600.0
Madhya Pradesh,Ratlam,1998,Kharif     ,maize,46800.0,76600.0
Madhya Pradesh,Ratlam,1998,Kharif     ,rice,3600.0,1700.0
Madhya Pradesh,Ratlam,1998,Rabi       ,chickpea,75700.0,63600.0
Madhya Pradesh,Ratlam,1998,Rabi       ,wheat,91000.0,260100.0
Madhya Pradesh,Ratlam,1999,Kharif     ,cotton,24240.0,19893.0
Madhya Pradesh,Ratlam,1999,Kharif     ,maize,49226.0,97041.0
Madhya Pradesh,Ratlam,1999,Kharif     ,rice,3393.0,2755.0
Madhya Pradesh,Ratlam,1999,Rabi       ,chickpea,72003.0,51194.0
Madhya Pradesh,Ratlam,1999,Rabi       ,wheat,81517.0,263142.0
Madhya Pradesh,Ratlam,2000,Kharif     ,cotton,21530.0,10629.0
Madhya Pradesh,Ratlam,2000,Kharif     ,maize,59795.0,85647.0
Madhya Pradesh,Ratlam,2000,Kharif     ,rice,2811.0,1086.0
Madhya Pradesh,Ratlam,2000,Rabi       ,chickpea,8682.0,4749.0
Madhya Pradesh,Ratlam,2000,Rabi       ,wheat,18979.0,46277.0
Madhya Pradesh,Ratlam,2001,Kharif     ,cotton,23138.0,23458.0
Madhya Pradesh,Ratlam,2001,Kharif     ,maize,64981.0,159531.0
Madhya Pradesh,Ratlam,2001,Kharif     ,rice,2377.0,1162.0
Madhya Pradesh,Ratlam,2001,Rabi       ,chickpea,36669.0,15328.0
Madhya Pradesh,Ratlam,2001,Rabi       ,wheat,26824.0,50045.0
Madhya Pradesh,Ratlam,2001,Whole Year ,banana,6.0,255.0
Madhya Pradesh,Ratlam,2002,Kharif     ,cotton,24165.0,16033.0
Madhya Pradesh,Ratlam,2002,Kharif     ,maize,69569.0,90562.0
Madhya Pradesh,Ratlam,2002,Kharif     ,rice,2816.0,1518.0
Madhya Pradesh,Ratlam,2002,Rabi       ,chickpea,8651.0,2838.0
Madhya Pradesh,Ratlam,2002,Rabi       ,wheat,13321.0,31847.0
Madhya Pradesh,Ratlam,2002,Whole Year ,banana,7.0,271.0
Madhya Pradesh,Ratlam,2002,Whole Year ,grapes,83.0,0.0
Madhya Pradesh,Ratlam,2002,Whole Year ,mango,7.0,0.0
Madhya Pradesh,Ratlam,2002,Whole Year ,papaya,19.0,777.0
Madhya Pradesh,Ratlam,2003,Kharif     ,cotton,25399.0,37469.0
Madhya Pradesh,Ratlam,2003,Kharif     ,maize,68781.0,167445.0
Madhya Pradesh,Ratlam,2003,Kharif     ,rice,2690.0,1918.0
Madhya Pradesh,Ratlam,2003,Rabi       ,chickpea,53958.0,38256.0
Madhya Pradesh,Ratlam,2003,Rabi       ,wheat,60333.0,182357.0
Madhya Pradesh,Ratlam,2003,Whole Year ,grapes,84.0,0.0
Madhya Pradesh,Ratlam,2003,Whole Year ,orange,92.0,0.0
Madhya Pradesh,Ratlam,2003,Whole Year ,papaya,17.0,1252.0
Madhya Pradesh,Ratlam,2003,Whole Year ,watermelon,7.0,0.0
Madhya Pradesh,Ratlam,2004,Kharif     ,cotton,30602.0,39501.0
Madhya Pradesh,Ratlam,2004,Kharif     ,maize,64535.0,118462.0
Madhya Pradesh,Ratlam,2004,Kharif     ,rice,2232.0,1175.0
Madhya Pradesh,Ratlam,2004,Rabi       ,chickpea,54783.0,36212.0
Madhya Pradesh,Ratlam,2004,Rabi       ,wheat,70527.0,203811.0
Madhya Pradesh,Ratlam,2005,Kharif     ,cotton,33305.0,57492.0
Madhya Pradesh,Ratlam,2005,Kharif     ,maize,62655.0,152781.0
Madhya Pradesh,Ratlam,2005,Kharif     ,mungbean,262.0,189.0
Madhya Pradesh,Ratlam,2005,Kharif     ,rice,2507.0,1807.0
Madhya Pradesh,Ratlam,2005,Rabi       ,chickpea,38708.0,20747.0
Madhya Pradesh,Ratlam,2005,Rabi       ,wheat,45314.0,134479.0
Madhya Pradesh,Ratlam,2006,Kharif     ,cotton,33025.0,49216.0
Madhya Pradesh,Ratlam,2006,Kharif     ,jute,7.0,17.0
Madhya Pradesh,Ratlam,2006,Kharif     ,maize,60065.0,93179.0
Madhya Pradesh,Ratlam,2006,Kharif     ,mungbean,339.0,245.0
Madhya Pradesh,Ratlam,2006,Kharif     ,rice,2168.0,1586.0
Madhya Pradesh,Ratlam,2006,Rabi       ,chickpea,50784.0,42049.0
Madhya Pradesh,Ratlam,2006,Rabi       ,mungbean,13.0,5.0
Madhya Pradesh,Ratlam,2006,Rabi       ,wheat,83132.0,245060.0
Madhya Pradesh,Ratlam,2006,Whole Year ,banana,6.0,281.0
Madhya Pradesh,Ratlam,2007,Kharif     ,cotton,29307.0,8120.0
Madhya Pradesh,Ratlam,2007,Kharif     ,maize,53298.0,104630.0
Madhya Pradesh,Ratlam,2007,Kharif     ,rice,2046.0,1507.0
Madhya Pradesh,Ratlam,2007,Rabi       ,chickpea,55450.0,30830.0
Madhya Pradesh,Ratlam,2007,Rabi       ,wheat,78510.0,228866.0
Madhya Pradesh,Ratlam,2007,Whole Year ,banana,1.0,45.0
Madhya Pradesh,Ratlam,2008,Kharif     ,cotton,28033.0,9331.0
Madhya Pradesh,Ratlam,2008,Kharif     ,maize,53554.0,107634.0
Madhya Pradesh,Ratlam,2008,Kharif     ,rice,1778.0,1280.0
Madhya Pradesh,Ratlam,2008,Rabi       ,chickpea,63718.0,54479.0
Madhya Pradesh,Ratlam,2008,Rabi       ,wheat,63151.0,196442.0
Madhya Pradesh,Ratlam,2008,Whole Year ,banana,1.0,36.0
Madhya Pradesh,Ratlam,2009,Kharif     ,mungbean,1066.0,723.0
Madhya Pradesh,Ratlam,2009,Rabi       ,mungbean,1.0,
Madhya Pradesh,Ratlam,2009,Whole Year ,banana,5.0,225.0
Madhya Pradesh,Ratlam,2009,Whole Year ,cotton,26636.0,6312.0
Madhya Pradesh,Ratlam,2009,Whole Year ,chickpea,79014.0,61157.0
Madhya Pradesh,Ratlam,2009,Whole Year ,maize,49796.0,88883.0
Madhya Pradesh,Ratlam,2009,Whole Year ,rice,1781.0,1272.0
Madhya Pradesh,Ratlam,2009,Whole Year ,wheat,74317.0,218287.0
Madhya Pradesh,Ratlam,2010,Kharif     ,cotton,25760.0,45976.0
Madhya Pradesh,Ratlam,2010,Kharif     ,maize,52720.0,115686.0
Madhya Pradesh,Ratlam,2010,Kharif     ,mungbean,834.0,565.0
Madhya Pradesh,Ratlam,2010,Kharif     ,rice,1696.0,1291.0
Madhya Pradesh,Ratlam,2010,Rabi       ,chickpea,76085.0,34314.0
Madhya Pradesh,Ratlam,2010,Rabi       ,mungbean,2.0,
Madhya Pradesh,Ratlam,2010,Rabi       ,wheat,68719.0,276787.0
Madhya Pradesh,Ratlam,2011,Kharif     ,cotton,23382.0,66847.0
Madhya Pradesh,Ratlam,2011,Kharif     ,maize,50465.0,108280.0
Madhya Pradesh,Ratlam,2011,Kharif     ,mungbean,743.0,483.0
Madhya Pradesh,Ratlam,2011,Kharif     ,rice,1466.0,1427.0
Madhya Pradesh,Ratlam,2011,Rabi       ,chickpea,74034.0,47290.0
Madhya Pradesh,Ratlam,2011,Rabi       ,mungbean,3.0,2.0
Madhya Pradesh,Ratlam,2011,Rabi       ,wheat,94679.0,185282.0
Madhya Pradesh,Ratlam,2011,Whole Year ,banana,5.0,
Madhya Pradesh,Ratlam,2012,Kharif     ,cotton,22888.0,60948.0
Madhya Pradesh,Ratlam,2012,Kharif     ,maize,48720.0,178963.0
Madhya Pradesh,Ratlam,2012,Kharif     ,mungbean,468.0,429.0
Madhya Pradesh,Ratlam,2012,Kharif     ,rice,1356.0,1554.0
Madhya Pradesh,Ratlam,2012,Rabi       ,chickpea,73824.0,63810.0
Madhya Pradesh,Ratlam,2012,Rabi       ,wheat,103540.0,306441.0
Madhya Pradesh,Ratlam,2012,Whole Year ,banana,2.0,
Madhya Pradesh,Ratlam,2013,Kharif     ,cotton,20927.0,41329.0
Madhya Pradesh,Ratlam,2013,Kharif     ,maize,42893.0,108575.0
Madhya Pradesh,Ratlam,2013,Kharif     ,mungbean,422.0,387.0
Madhya Pradesh,Ratlam,2013,Kharif     ,rice,1293.0,1546.0
Madhya Pradesh,Ratlam,2013,Rabi       ,chickpea,71233.0,52058.0
Madhya Pradesh,Ratlam,2013,Rabi       ,mungbean,3.0,1.0
Madhya Pradesh,Ratlam,2013,Rabi       ,wheat,123114.0,327382.0
Madhya Pradesh,Rewa,1997,Kharif     ,maize,1600.0,1000.0
Madhya Pradesh,Rewa,1997,Rabi       ,wheat,162700.0,190700.0
Madhya Pradesh,Rewa,1998,Kharif     ,maize,1300.0,1200.0
Madhya Pradesh,Rewa,1998,Kharif     ,rice,128600.0,46800.0
Madhya Pradesh,Rewa,1998,Rabi       ,chickpea,61200.0,68800.0
Madhya Pradesh,Rewa,1998,Rabi       ,wheat,167100.0,197200.0
Madhya Pradesh,Rewa,1999,Kharif     ,maize,1322.0,1371.0
Madhya Pradesh,Rewa,1999,Kharif     ,rice,135042.0,80061.0
Madhya Pradesh,Rewa,1999,Rabi       ,chickpea,63309.0,64955.0
Madhya Pradesh,Rewa,1999,Rabi       ,wheat,169829.0,217730.0
Madhya Pradesh,Rewa,2000,Kharif     ,maize,1234.0,1320.0
Madhya Pradesh,Rewa,2000,Kharif     ,rice,134789.0,73982.0
Madhya Pradesh,Rewa,2000,Rabi       ,chickpea,62007.0,52954.0
Madhya Pradesh,Rewa,2000,Rabi       ,wheat,165312.0,172166.0
Madhya Pradesh,Rewa,2001,Kharif     ,maize,1135.0,1354.0
Madhya Pradesh,Rewa,2001,Kharif     ,rice,145397.0,136581.0
Madhya Pradesh,Rewa,2001,Rabi       ,chickpea,63492.0,64571.0
Madhya Pradesh,Rewa,2001,Rabi       ,wheat,168102.0,213102.0
Madhya Pradesh,Rewa,2001,Whole Year ,banana,2.0,58.0
Madhya Pradesh,Rewa,2002,Kharif     ,maize,1109.0,1369.0
Madhya Pradesh,Rewa,2002,Kharif     ,rice,140685.0,96251.0
Madhya Pradesh,Rewa,2002,Rabi       ,chickpea,65345.0,66456.0
Madhya Pradesh,Rewa,2002,Rabi       ,wheat,167877.0,193002.0
Madhya Pradesh,Rewa,2002,Whole Year ,banana,1.0,28.0
Madhya Pradesh,Rewa,2002,Whole Year ,mango,1616.0,0.0
Madhya Pradesh,Rewa,2002,Whole Year ,papaya,27.0,930.0
Madhya Pradesh,Rewa,2003,Kharif     ,maize,1118.0,1193.0
Madhya Pradesh,Rewa,2003,Kharif     ,rice,147133.0,138215.0
Madhya Pradesh,Rewa,2003,Rabi       ,chickpea,64873.0,68765.0
Madhya Pradesh,Rewa,2003,Rabi       ,wheat,170452.0,204449.0
Madhya Pradesh,Rewa,2003,Whole Year ,banana,2.0,27.0
Madhya Pradesh,Rewa,2003,Whole Year ,mango,1636.0,0.0
Madhya Pradesh,Rewa,2003,Whole Year ,papaya,10.0,0.0
Madhya Pradesh,Rewa,2004,Kharif     ,maize,1106.0,890.0
Madhya Pradesh,Rewa,2004,Kharif     ,rice,141563.0,89532.0
Madhya Pradesh,Rewa,2004,Rabi       ,chickpea,65761.0,64117.0
Madhya Pradesh,Rewa,2004,Rabi       ,wheat,167601.0,181075.0
Madhya Pradesh,Rewa,2005,Kharif     ,maize,908.0,748.0
Madhya Pradesh,Rewa,2005,Kharif     ,mungbean,3036.0,1098.0
Madhya Pradesh,Rewa,2005,Kharif     ,rice,143320.0,138116.0
Madhya Pradesh,Rewa,2005,Rabi       ,chickpea,63010.0,53432.0
Madhya Pradesh,Rewa,2005,Rabi       ,wheat,169490.0,173439.0
Madhya Pradesh,Rewa,2006,Kharif     ,jute,96.0,189.0
Madhya Pradesh,Rewa,2006,Kharif     ,maize,1164.0,634.0
Madhya Pradesh,Rewa,2006,Kharif     ,mungbean,2955.0,961.0
Madhya Pradesh,Rewa,2006,Kharif     ,rice,137689.0,89171.0
Madhya Pradesh,Rewa,2006,Rabi       ,chickpea,58901.0,44706.0
Madhya Pradesh,Rewa,2006,Rabi       ,wheat,155553.0,133058.0
Madhya Pradesh,Rewa,2006,Whole Year ,banana,1.0,30.0
Madhya Pradesh,Rewa,2007,Kharif     ,maize,1148.0,712.0
Madhya Pradesh,Rewa,2007,Kharif     ,rice,131607.0,68954.0
Madhya Pradesh,Rewa,2007,Rabi       ,chickpea,57130.0,47646.0
Madhya Pradesh,Rewa,2007,Rabi       ,wheat,146954.0,99275.0
Madhya Pradesh,Rewa,2008,Kharif     ,maize,977.0,826.0
Madhya Pradesh,Rewa,2008,Kharif     ,rice,136926.0,133680.0
Madhya Pradesh,Rewa,2008,Rabi       ,chickpea,58917.0,56914.0
Madhya Pradesh,Rewa,2008,Rabi       ,wheat,155656.0,165338.0
Madhya Pradesh,Rewa,2009,Kharif     ,mungbean,3295.0,794.0
Madhya Pradesh,Rewa,2009,Rabi       ,mungbean,1.0,1.0
Madhya Pradesh,Rewa,2009,Whole Year ,banana,1.0,28.0
Madhya Pradesh,Rewa,2009,Whole Year ,chickpea,58462.0,53317.0
Madhya Pradesh,Rewa,2009,Whole Year ,maize,1177.0,665.0
Madhya Pradesh,Rewa,2009,Whole Year ,rice,124866.0,79789.0
Madhya Pradesh,Rewa,2009,Whole Year ,wheat,155731.0,158014.0
Madhya Pradesh,Rewa,2010,Kharif     ,maize,1161.0,837.0
Madhya Pradesh,Rewa,2010,Kharif     ,mungbean,3727.0,1123.0
Madhya Pradesh,Rewa,2010,Kharif     ,rice,102073.0,67453.0
Madhya Pradesh,Rewa,2010,Rabi       ,chickpea,51543.0,40719.0
Madhya Pradesh,Rewa,2010,Rabi       ,wheat,134395.0,111301.0
Madhya Pradesh,Rewa,2010,Whole Year ,banana,1.0,19.0
Madhya Pradesh,Rewa,2011,Kharif     ,maize,714.0,434.0
Madhya Pradesh,Rewa,2011,Kharif     ,mungbean,4275.0,830.0
Madhya Pradesh,Rewa,2011,Kharif     ,rice,116322.0,142916.0
Madhya Pradesh,Rewa,2011,Rabi       ,chickpea,50136.0,65146.0
Madhya Pradesh,Rewa,2011,Rabi       ,wheat,151795.0,297386.0
Madhya Pradesh,Rewa,2011,Whole Year ,banana,2.0,19.0
Madhya Pradesh,Rewa,2012,Kharif     ,maize,1173.0,922.0
Madhya Pradesh,Rewa,2012,Kharif     ,mungbean,3687.0,717.0
Madhya Pradesh,Rewa,2012,Kharif     ,rice,123510.0,199651.0
Madhya Pradesh,Rewa,2012,Rabi       ,chickpea,49110.0,70614.0
Madhya Pradesh,Rewa,2012,Rabi       ,mungbean,20.0,7.0
Madhya Pradesh,Rewa,2012,Rabi       ,wheat,156877.0,383745.0
Madhya Pradesh,Rewa,2012,Whole Year ,banana,2.0,24.0
Madhya Pradesh,Rewa,2013,Kharif     ,maize,1141.0,1111.0
Madhya Pradesh,Rewa,2013,Kharif     ,mungbean,3668.0,1142.0
Madhya Pradesh,Rewa,2013,Kharif     ,rice,119623.0,214112.0
Madhya Pradesh,Rewa,2013,Rabi       ,chickpea,59876.0,30879.0
Madhya Pradesh,Rewa,2013,Rabi       ,mungbean,14.0,8.0
Madhya Pradesh,Rewa,2013,Rabi       ,wheat,154211.0,318562.0
Madhya Pradesh,Rewa,2013,Whole Year ,banana,1.0,
Madhya Pradesh,Sagar,1997,Kharif     ,maize,4100.0,4500.0
Madhya Pradesh,Sagar,1997,Rabi       ,wheat,232800.0,241100.0
Madhya Pradesh,Sagar,1998,Kharif     ,maize,4000.0,5200.0
Madhya Pradesh,Sagar,1998,Kharif     ,rice,8500.0,3600.0
Madhya Pradesh,Sagar,1998,Rabi       ,chickpea,119200.0,98600.0
Madhya Pradesh,Sagar,1998,Rabi       ,wheat,226400.0,280900.0
Madhya Pradesh,Sagar,1999,Kharif     ,maize,3950.0,5553.0
Madhya Pradesh,Sagar,1999,Kharif     ,rice,8674.0,6204.0
Madhya Pradesh,Sagar,1999,Rabi       ,chickpea,126844.0,110101.0
Madhya Pradesh,Sagar,1999,Rabi       ,wheat,228563.0,264891.0
Madhya Pradesh,Sagar,2000,Kharif     ,maize,3813.0,6630.0
Madhya Pradesh,Sagar,2000,Kharif     ,rice,9822.0,5343.0
Madhya Pradesh,Sagar,2000,Rabi       ,chickpea,135670.0,72583.0
Madhya Pradesh,Sagar,2000,Rabi       ,wheat,200599.0,155152.0
Madhya Pradesh,Sagar,2001,Kharif     ,maize,3805.0,6460.0
Madhya Pradesh,Sagar,2001,Kharif     ,rice,9586.0,5010.0
Madhya Pradesh,Sagar,2001,Rabi       ,chickpea,153246.0,123516.0
Madhya Pradesh,Sagar,2001,Rabi       ,wheat,189980.0,205677.0
Madhya Pradesh,Sagar,2001,Whole Year ,banana,3.0,40.0
Madhya Pradesh,Sagar,2002,Kharif     ,maize,3746.0,5058.0
Madhya Pradesh,Sagar,2002,Kharif     ,rice,9346.0,3411.0
Madhya Pradesh,Sagar,2002,Rabi       ,chickpea,229035.0,63214.0
Madhya Pradesh,Sagar,2002,Rabi       ,wheat,140737.0,115079.0
Madhya Pradesh,Sagar,2002,Whole Year ,banana,4.0,77.0
Madhya Pradesh,Sagar,2002,Whole Year ,mango,34.0,0.0
Madhya Pradesh,Sagar,2002,Whole Year ,papaya,18.0,660.0
Madhya Pradesh,Sagar,2003,Kharif     ,maize,3883.0,6740.0
Madhya Pradesh,Sagar,2003,Kharif     ,rice,9739.0,5976.0
Madhya Pradesh,Sagar,2003,Rabi       ,chickpea,215438.0,176444.0
Madhya Pradesh,Sagar,2003,Rabi       ,wheat,161798.0,183701.0
Madhya Pradesh,Sagar,2003,Whole Year ,banana,3.0,112.0
Madhya Pradesh,Sagar,2003,Whole Year ,mango,34.0,0.0
Madhya Pradesh,Sagar,2003,Whole Year ,papaya,9.0,69.0
Madhya Pradesh,Sagar,2004,Kharif     ,maize,4000.0,5236.0
Madhya Pradesh,Sagar,2004,Kharif     ,rice,9502.0,5413.0
Madhya Pradesh,Sagar,2004,Rabi       ,chickpea,207571.0,174152.0
Madhya Pradesh,Sagar,2004,Rabi       ,wheat,163775.0,173088.0
Madhya Pradesh,Sagar,2005,Kharif     ,maize,3737.0,4897.0
Madhya Pradesh,Sagar,2005,Kharif     ,mungbean,1868.0,595.0
Madhya Pradesh,Sagar,2005,Kharif     ,rice,8601.0,4547.0
Madhya Pradesh,Sagar,2005,Rabi       ,chickpea,201587.0,166914.0
Madhya Pradesh,Sagar,2005,Rabi       ,wheat,163778.0,174654.0
Madhya Pradesh,Sagar,2006,Kharif     ,jute,74.0,139.0
Madhya Pradesh,Sagar,2006,Kharif     ,maize,3814.0,3299.0
Madhya Pradesh,Sagar,2006,Kharif     ,mungbean,1021.0,342.0
Madhya Pradesh,Sagar,2006,Kharif     ,rice,8369.0,4303.0
Madhya Pradesh,Sagar,2006,Rabi       ,chickpea,198651.0,166072.0
Madhya Pradesh,Sagar,2006,Rabi       ,mungbean,13.0,4.0
Madhya Pradesh,Sagar,2006,Rabi       ,wheat,163695.0,172583.0
Madhya Pradesh,Sagar,2006,Whole Year ,banana,4.0,
Madhya Pradesh,Sagar,2007,Kharif     ,maize,3456.0,3784.0
Madhya Pradesh,Sagar,2007,Kharif     ,rice,6639.0,3570.0
Madhya Pradesh,Sagar,2007,Rabi       ,chickpea,190757.0,116553.0
Madhya Pradesh,Sagar,2007,Rabi       ,wheat,139562.0,131823.0
Madhya Pradesh,Sagar,2007,Whole Year ,banana,1.0,33.0
Madhya Pradesh,Sagar,2008,Kharif     ,maize,3355.0,3760.0
Madhya Pradesh,Sagar,2008,Kharif     ,rice,6407.0,3371.0
Madhya Pradesh,Sagar,2008,Rabi       ,chickpea,194890.0,168775.0
Madhya Pradesh,Sagar,2008,Rabi       ,wheat,150051.0,188219.0
Madhya Pradesh,Sagar,2008,Whole Year ,banana,1.0,26.0
Madhya Pradesh,Sagar,2009,Kharif     ,mungbean,1136.0,460.0
Madhya Pradesh,Sagar,2009,Rabi       ,mungbean,1.0,
Madhya Pradesh,Sagar,2009,Whole Year ,chickpea,186252.0,169117.0
Madhya Pradesh,Sagar,2009,Whole Year ,maize,3412.0,4322.0
Madhya Pradesh,Sagar,2009,Whole Year ,rice,6044.0,3737.0
Madhya Pradesh,Sagar,2009,Whole Year ,wheat,172960.0,244514.0
Madhya Pradesh,Sagar,2010,Kharif     ,maize,3369.0,4217.0
Madhya Pradesh,Sagar,2010,Kharif     ,mungbean,1077.0,374.0
Madhya Pradesh,Sagar,2010,Kharif     ,rice,6004.0,4468.0
Madhya Pradesh,Sagar,2010,Rabi       ,chickpea,187490.0,96182.0
Madhya Pradesh,Sagar,2010,Rabi       ,mungbean,35.0,6.0
Madhya Pradesh,Sagar,2010,Rabi       ,wheat,172481.0,186539.0
Madhya Pradesh,Sagar,2011,Kharif     ,maize,3578.0,4655.0
Madhya Pradesh,Sagar,2011,Kharif     ,mungbean,7502.0,1722.0
Madhya Pradesh,Sagar,2011,Kharif     ,rice,6550.0,5233.0
Madhya Pradesh,Sagar,2011,Rabi       ,chickpea,160284.0,166844.0
Madhya Pradesh,Sagar,2011,Rabi       ,mungbean,17.0,5.0
Madhya Pradesh,Sagar,2011,Rabi       ,wheat,195622.0,351131.0
Madhya Pradesh,Sagar,2011,Whole Year ,banana,4.0,85.0
Madhya Pradesh,Sagar,2012,Kharif     ,maize,2971.0,6109.0
Madhya Pradesh,Sagar,2012,Kharif     ,mungbean,1504.0,616.0
Madhya Pradesh,Sagar,2012,Kharif     ,rice,5258.0,3329.0
Madhya Pradesh,Sagar,2012,Rabi       ,chickpea,170013.0,218125.0
Madhya Pradesh,Sagar,2012,Rabi       ,wheat,213446.0,449696.0
Madhya Pradesh,Sagar,2012,Whole Year ,banana,2.0,44.0
Madhya Pradesh,Sagar,2013,Kharif     ,maize,2782.0,1633.0
Madhya Pradesh,Sagar,2013,Kharif     ,mungbean,1179.0,325.0
Madhya Pradesh,Sagar,2013,Kharif     ,rice,4776.0,2092.0
Madhya Pradesh,Sagar,2013,Rabi       ,chickpea,181030.0,104153.0
Madhya Pradesh,Sagar,2013,Rabi       ,mungbean,351.0,104.0
